17,3
17,3
18,3
26,4
27,4
36,4
44,4
44,3
46,3
47,3
48,3
149,3
203,3
205,3
207,3
207,3
247,3
252,3
309,3
311,3
313,3
313,3
340,3
342,3
342,3
350,3
386,3
389,3
389,3
397,2
410,2
419,3
454,3
465,3
466,3
501,3
504,3
516,3
518,3
553,3
557,3
559,3
565,3
887,1
926,3
927,3
927,3
939,3
950,3
953,3
961,3
973,3
973,3
1007,3
1060,3
1173,1
1180,3
1216,3
1248,3
1254,3
1254,3
1255,3
1255,2
1269,2
1329,3
1330,3
1376,3
1397,3
1405,3
1406,3
1414,3
1435,3
1466,3
1539,3
1556,3
1556,3
1556,3
1558,3
1579,3
1635,3
1642,3
1642,3
1643,3
1643,3
1654,3
1677,3
1691,3
1691,3
1693,3
1695,3
1907,3
2183,3
3734,1
3810,1
3810,2
