3489,1
3492,1
3492,1
3492,1
3492,1
3506,1
3511,1
3512,1
3513,1
3514,1
3514,1
3517,1
3518,1
3537,1
3537,1
3561,1
3822,2
3952,2
3977,2
3978,2
3978,2
3979,2
3989,2
3990,2
4014,2
4080,2
4080,2
4080,2
4081,2
4082,2
4083,2
4085,2
4085,2
4085,2
4094,2
4101,2
4101,2
4102,2
4102,2
4104,2
4104,2
4110,2
4115,2
4120,2
4127,2
4134,2
4158,2
4174,2
4180,2
4200,2
4216,2
4423,2
4648,2
4680,2
4702,2
4717,2
4719,2
4730,2
4786,2
5023,2
5056,2
5062,2
5062,2
5063,2
5067,2
5074,2
5075,2
5085,2
5085,2
5086,2
5094,2
5105,2
5105,2
5119,2
5124,2
5192,2
5363,2
5659,3
5961,2
5969,2
6263,2
6557,2
6680,2
6864,2
7437,1
7458,3
7757,1
7763,1
7810,1
7847,1
8071,3
8363,1
8382,1
8437,1
8437,1
8443,1
8462,1
8462,1
8463,1
8468,1
8468,1
8469,1
8496,1
8590,1
8665,1
8737,1
