52329,8240,4243,3641,2276,1274,799,554,
8880,1456,726,618,389,198,126,147,
5363,1088,533,562,283,238,133,98,
13524,3383,2167,1714,1226,717,528,324,
17680,2906,1515,1282,713,431,272,172,
8748,1740,1011,957,580,390,177,97,
12251,2075,1168,745,496,293,167,81,
170597,29251,15615,12947,8134,4908,2861,1956,
