56919,9233,4903,3175,2158,1665,1077,496,
8943,1672,804,489,344,209,143,83,
4853,854,554,296,272,258,210,106,
13950,2880,1877,1379,1043,836,365,247,
24495,3820,2355,1277,720,557,317,236,
9174,1652,901,652,489,322,165,118,
13162,2349,1171,734,359,329,190,131,
171671,31431,16252,10844,7609,5206,3267,2204,
