167342,26881,15065,11135,7379,4800,3202,1836,
28044,4897,2540,1931,1241,679,500,348,
16156,3134,1693,1374,1019,756,526,279,
45154,10380,6828,5469,4172,2731,1685,971,
65882,10890,6172,4259,2548,1665,1141,674,
28974,5567,3217,2588,1750,1122,661,359,
41590,7042,3971,2548,1621,1055,668,404,
547694,95900,53058,39513,26780,16743,10846,6685,
