43935,6720,4299,3165,2208,1310,932,461,
7857,1245,702,608,380,208,162,60,
4386,926,445,378,348,160,136,52,
13283,3132,1959,1770,1422,939,614,310,
18086,3180,1697,1267,850,514,398,204,
8220,1648,932,752,513,326,224,103,
12546,1888,1202,804,580,344,234,133,
155524,26301,15465,11795,8520,4894,3507,1799,
