125695,19807,11306,8490,5570,3516,2344,1246,
21639,3662,1854,1367,1000,531,377,234,
12005,2476,1236,1052,782,508,426,213,
34189,7806,5073,4112,3141,2060,1281,708,
50029,8353,4741,3185,1942,1287,876,509,
21901,4248,2392,1984,1382,896,488,261,
31593,5055,2982,1981,1242,830,513,289,
414481,72465,39838,30550,20812,12922,8202,4906,
